Date,Username,Comment
2/10/2026,amrudinnejad_,"Saat Bencana bikin kebijakan Donasi harus lapor mensos, Rame. Saat BPJS PBI dinonaktifkan ternyata Mensos juga, Rame lagi Isone gawe Ontran-ontran terus"
2/10/2026,penatumpul76,Serius nih....aktif lagi BPJS PBI nenek aku.
2/10/2026,humanismmrr,"Halo min, ayahku ikut bpjs pbi dan memang beberapa tahun ini rutin kontrol ke poli jantung, tp kenapa ya ini td pas mau ambil antrian di poli lewat jkn tibatiba bpjsnya non aktif? @BPJSKesehatanRI"
2/10/2026,FLCKR_ID,"@LebakBulusLRT @polisiolahraga Betul alokasi anggaran tapi fokus ke masalah PBI BPJS, jangan jilat ludah sendiri ya 😜😜😜 Atau jangan-jangan lu gak paham apa yg lu tulis?? 🤣🤣🤣 https://t.co/viGuvQ1jEl"
2/10/2026,raratriw,@Bambangmulyonoo Kalau bilang malah -11juta. Karena 11 kuta orng bpjs pbi semua distop sama ni de jali jali
2/10/2026,truly_review,@kompascom setelah bikin kegaduhan lewat penonaktifkan BPJS PBI rakyat disumpal mulutnya pakai bansos ini terbukti efektif sejak jaman mas joko. Hidup PRABODOH 😂
2/10/2026,mediaindonesia,"Menteri Sosial Syaifullah Yusuf menyatakan, langkah darurat ini diambil pemerintah untuk menjamin kelangsungan pengobatan pasien penyakit katastropik yang sempat terputus akibat proses pemutakhiran data nasional. https://t.co/rVcYKobDNP"
2/10/2026,Raeraraera,"Waahh keren wowo @prabowo mbg berhasil memperkaya anak wakil ketua DPRD. Sementara itu rakyat kecil ngga mampu mendapat akses kesehatan krn 13,5 juta peserta BPJS kesehatan PBI dinonaktifkan. Hiiduuupp jokoweeeyyy @bang_dasco @puanmaharani_ri @Gerindra"
2/10/2026,grok,"@johnjayje @Gunawan75_ Orang di gambar itu adalah Muhammad Jusuf Kalla (JK), mantan Wakil Presiden Indonesia (2004-2009 &amp; 2014-2019). Saat ini, ia menjabat sebagai Ketua Umum PMI. Postingan tersebut tampaknya menuduhnya terkait kontroversi penonaktifan peserta BPJS PBI JK, meskipun penonaktifan"
2/10/2026,teardi_,"Bbrp tetangga saya yg lansia malah terbentur dengan pelayanan kesehatan via BPJS. Lebih parah, malah PBI main dinonaktifkan tanpa sosialisasi. Makin hari makin jijik dgn para belatung yg menggerogoti negara! Semakin tidak ada malunya memanfaatkan program bancakan ìtu!"
2/10/2026,rundimasrun,"@ARSIPAJA Punya CC berapapun limitnya harusnya udah auto blacklist PBI lah. Masa PBI punya CC? Kalaupun pernah berkecukupan terus jatuh miskin, tetep gak make sense. Kalau asuransi swasta aja bisa cek data debitur, harusnya BPJS juga bisa dong karena masih masuk kategori asuransi."
2/10/2026,nayaposadas,"@tanyarlfes Kagak bayar iuran bpjs? sekarang kagak ada pbi, belum arisan trs iuran² komplek, uang darurat misal jenguk tmn ato nikahan, beli lem buat sepatu ato benang buat jahit? Pembalut? Lipe? Parfume? kerja masa apek, batre jam? Infaq? Tisu? Minyak telon? Obat batuk pilek? Betadine?"
2/10/2026,mutajir_mohamat,"@ARSIPAJA Harusnya bayar iuran dong, punya kartu kredit limit 20 juta, berarti lu punya penghasilan tetap dong, minimal 10-15 jutaan. Masa pake BPJS PBI, terlalu kau jon.."
2/10/2026,BrewGidion,@KemensosRI punya saya desil 4 tiba2 non aktif saat pas mau anak mau di oprasi..akhir nya pindah ke mandiri ..sekrang harus berobat rutin 2 minggu sekali..tolong bantuan nya pindahin lagi ke bpjs pbi
2/10/2026,LebakBulusLRT,"@RedanZamma @ferizandra MBG fokus pada pemenuhan gizi anak bangsa, terutama bagi yang tidak mampu memenuhi gizi anak. BPJS PBI diberikan kepada yang tidak mampu membiayai kesehatan. Sumber dana? Sudah diketahui bahwa MBG merebut ruang fiskal untuk pendidikan, kesehatan, hingga infrastruktur"
2/11/2026,grok,"@gaming_nan74986 @somexthread Ya, pernyataan serupa disampaikan Afif Abdillah (anggota DPRD Medan) dalam wawancara, bahwa BPJS PBI bisa dinonaktifkan jika tak digunakan, karena dianggap mampu. Tapi menurut kebijakan resmi BPJS, penonaktifan berdasarkan data ekonomi DTKS, bukan penggunaan. Gambar mungkin edit"
2/11/2026,amrudinnejad_,"Anggaranya tetap, cuma ada 11 Juta Penerima BPJS PBI yang dinonaktifkan, gitu?"
2/11/2026,mariadi63425147,"@somexthread Inilah cth sadisnya kelakuan si omon2 pengkhianat, brsekutu dg pembohong dan perusak, si omon2 jg tdk kalah pembohonh dan sadis. BPJS PBI di cabutnya mll inpres diam2.. Bnyk nyawa n keselamatan rkyt kecil terancam tdk dpt rawatan krna ditolak rumah sakit:https://t.co/itW50tgUhg"
2/11/2026,folkpolitcs,Menkes Ungkap 1.824 Orang Kaya Masih Terima PBI BPJS: Hei Anda Mampu! https://t.co/clBbEgxhw2
2/11/2026,mariadi63425147,@somexthread Tuh salah satu kelakuan si omon2 pelanggar HAM : mencabut BPJS PBI dg inpres nya scr diam2:
2/11/2026,nasibusuq,@susipudjiastuti @Metro_TV pekok owk bu dia...omon omon..banyak cangkem..yg dikerjakan bpjs cuman paranoid ke RS terus selama ini...pdhl dia aja nggak prnh update rutin seleksi ke lapangan anggota PBI...bodoh mmg
2/11/2026,MDjancuk,"Ini kemaren KEMENSOS gimana ngedata nya woy, Giliran yg membutuhkan BPJS PBI malah dinonaktifkan, giliran orang yang kaya masih dapat subsidi BPJS PBI 😠"
2/11/2026,BNatawijaya,kata temen yg kerja di RS terima pasian PBJS PBI -&gt; tagihan sulit dan dipotong tolak pasien BPJS PBI -&gt; viral dan disanki pemerintah. nasib lah wkwkwk
2/11/2026,antimunafic,@kompascom Pasukan berani malu dari divisi longdress Petamburan kenapa ga dikirim ke Gaza. Bisa ngurangi kepesertaan PBI BPJS
2/11/2026,mudzakirmanaf,Buka twiter pagi² malah bikin stress  Isinya korban perkosaan tokoh terkenal Siswa yang keracunan mbg  Banjir bandang Ribut bpjs pbi belum selesai
2/11/2026,mutajir_mohamat,"@somexthread Intinya simpel, uang BPJS PBI lu mau dialihkan ke MBG. Sejahat itu emang rezim prabocor sama rakyat miskin."
2/11/2026,whephe,@rimapurwasih ada hak 11 juta pengguna bpjs pbi di makanan yang dibuang itu
2/11/2026,KompasTV,Menkes Sebut 1.824 Warga Terkaya Masih Terima Subsidi BPJS PBI: Harusnya Bayar Iuran Mandiri
2/11/2026,biangproject_,Menteri Kesehatan (Menkes) Budi Gunadi Sadikin menyebut sebanyak 1.824 'orang kaya' menerima BPJS Bantuan Iuran Jaminan Kesehatan Nasional atau PBI JKN
2/11/2026,BangEddy67,"@direktoridosen @BPJSKesehatanRI waktu itu sudah ada rapat dari BPJS, Menkeu, Menkes dan Mensos dengan komisi 3 DPR dan hasilnya PBI akan diaktifkan kembali, tapi sayang yang menjadi biang keributannya tidak diberikan sangsi apa2 .. aman jabatan dan aman kantongnya"
2/11/2026,rekatnaren,maruk pemerentah udunan bayarin pbi bpjs wkwkwk
2/11/2026,lonetea27874,"@pelti_nih Waduh, urusan BPJS PBI mati ini emang bikin tensi naik lebih cepet daripada cicilan pinjol ya! Kemenkes, Kemensos, sama BPJS udah kayak grup dance gagal—gerakannya gak ada yang sinkron, sibuk oper-operan tanggung jawab kayak main bola bekel!"
2/11/2026,gangsterrandom,"@Urrangawak @javanattydread Ini orang bloon. BPJS itu sdh jd kewajiban rakyat untuk menjadi peserta, jadi spy BPJS aktif maka rakyat disuruh sakit gitu ta? Gw sdh lama jadi peserta BPJS non PBI tp gak pernah gunakan krn gk pernah sakit lalu akan dinonaktifkan gitu, beneran gk paham BPJS rupanya dia"
2/11/2026,florence1302,@Naandaa27 ATM 3bln puasa dibekukan Bpjs pbi 1th ngga dipakai dinonaktifkan Trs mau apalagi selanjutnya?
2/12/2026,IqrawanB,Apa urgensinya menonaktifkan BPJS PBI?
2/12/2026,tubanesse_man,"@kompascom Ooh, ternyata selama ini pegawai BPJS yang urus data PBI ga digaji? Pantesan saja datanya ngaco. Jangan2 gaji utk mereka juga disedot oleh dapur-dapur MBG."
2/12/2026,ferizandra,"Dia punya data 1.824 orang kaya terima PBI BPJS Kesehatan, kenapa gak itu aja yg dinonaktifkan...? Koq, malah mengorbankan jutaan orang lain yg juga menerima PBI BPJS Kesehatan...? 🤔"
2/12/2026,RadioElshinta,Polemik BPJS PBI: Pemerintah Saling Lempar Tanggung Jawab
2/12/2026,im_dinaa,"@tempodotco Nah itu bisa ngetrack 1824 orang kaya jadi peserta PBI? Kok malah nonaktifin semua pengguna BPJS PBI, ngeribetin."
2/12/2026,rmol_id,"11 Juta PBI BPJS Dihapus, Strategi Politik?"
2/12/2026,VIVAcoid,"Menteri Kesehatan (Menkes), Budi Gunadi Sadikin mengatakan orang kaya yang masuk golongan desil 10 seharusnya membayar iuran BPJS Kesehatan secara mandiri dan tidak masuk Penerima Bantuan Iuran Jaminan Kesehatan (PBI JK). Berdasarkan data yang diperoleh, Budi menyebut masih https://t.co/iKT1ptGg39"
2/12/2026,Budionotaslim3,"@BosPurwa @prabowo Apakah Presiden berani klarifikasi ini bahwa peserta BPJS PBI sebanyak 11jt peserta dinon aktifkan berdasarkan INPRES berarti ditanda tangani Presiden,drpd buat INPRES Komisaris2an,Stafsus,Tantiem,Tunjangan Pejabat Negara termasuk Anggota DPR anggaran dikurangi saja"
2/12/2026,HMMurah3,"Saya Gaji Duite Rakyat Pembayar Iuran  Dirut BPJS Kesehatan ke Anggota DPR: Kalau Bisa Tangani Data PBI, Saya Gaji!"
2/12/2026,BosPurwa,"Jadi, total 11 juta peserta BPJS PBI itu dinonaktifkan berdasarkan intruksi presiden (inpres) @prabowo? Wow.. Klo orang awam ya pasti mikirnya ini demi program kesayangan.. MBG https://t.co/xKgGaBGZ9O"
2/12/2026,Rufix98,Menteri koplak gara beberapa orang kaya 11 juta PBI BPJS di stop sementara presiden nya bilang MBG tetap di lanjut kan walau sudah ratusan / ribuan anak keracunan...
2/12/2026,ArtoJumi14084,@P3gEl 1. MBG terus dijalankan yg diuntungkan pejabat BGN dan pemilik SPPG.  2. BPJS PBI di nonaktifkan yg di untungkan Pejabat BPJS dan Pemerintah.  3. MBG dan non aktifnya BPJS PBI yang di rugikan Rakyat. 4. Jadi Rakyat itu tumbal dan dijadikan lahan bisnis para Mafia.
2/12/2026,Sgrdamai,@RaniKancana Kelas 3 kok bisa dialihkan ke PBI??? Apa ini artinya orang bpjs yg maladministrasi? Emang benar lain kali memilih pemimpin itu harus benar² dipikirkan
2/12/2026,RaniKancana,"Kisruh BPJS itu bukan hanya menimpa yg gak bayar, yg kelas 3 pun, bulan ini tbtb dialihkan ke PBI.  Kk ku ngalami, pas mau bayar, gak bisa. Aku suruh benerin lg ke BPJS bayar. Nanti malah dinonaktifkan."
2/12/2026,freudesch,Mentalan gini adalah mentalan orang yang ngga sakit jg ya casually aja med check rutin (dan bayar sendiri) yang mana jarang dilakuin orang2 yang pakai BPJS PBI karena ya ke rs = sakit parah
2/12/2026,bambigyupi,Prabowo tau ga ya.. karena dia ada masyarakat yang sampe nginep hampir dua malem di rs karena dilempar kesana sini tanpa kejelasan. Dengan kondisi pasien udah sesak napas banget dan ditangani seadanya dulu karena BPJS PBI mati..
2/12/2026,CNNIndonesia,"95 Ribu BPJS PBI Dinonaktifkan, Dinsos Kab Tangerang Layani Reaktivasi https://t.co/V4XTo8bM5f"
2/13/2026,jengglongan,"Error bgt logika prabowo, Dia mindahin 40% anggaran pendidikan yg harusnya buat gaji guru honorer  Dia hentikan PBI BPJS Kes  Itu semua buat MBG tapi dia alesannya korupsi"
2/13/2026,RasputinYon,Legislator NasDem Kecam Penonaktifan Belasan Juta PBI BPJS https://t.co/ULrfnXdQh8
2/13/2026,didihusadiwong,"@nalar_logis @kompascom Percayalah jika salah sajikan data rakyat miskin akn bermasalah dlm ambil kebijakan data sbb: BPS &lt;10% --&gt; 25jt pddk WORLD BANK ±60%--&gt;190jt PBI BPJS ±100jt  Jika pakai BPS akn kisruh terus,begitu jg utk subsidi Gas,ambyaar! Benahi dan sepakati dulu definisi miskin agr tdk kisruh"
2/13/2026,didihusadiwong,"@kompascom Setelah geger nasional sekarang bersembunyi semua! 🤣 Percayalah jika salah sajikan data rakyat miskin akn bermasalah dlm ambil kebijakan data sbb: BPS &lt;10% --&gt; 25jt pddk WORLD BANK ±60%--&gt;190jt PBI BPJS ±100jt  Jika pakai BPS akn kisruh terus! Begitu jg utk subsidi Gas,ambyaar!"
2/13/2026,AiraNtiePuspa,"Ini kumpulan manusia apa sbnrnya Pak ...coba buka kamus KBBI trus cari arti kata pajak! Yg bayar pajak itu kami pak,para rakyat jelantah yg tata kelolanya salah satunya utk mengcover biaya BPJS PBI Tulisannya emang dibayar negara, tp salah satu pendapatan negara adlh pajak!"
2/13/2026,denni_sauya,"🥺🥺 JAHAT, seorang penjual es keliling dgn penghasilan Rp30 ribu per hari dicoret dari peserta BPJS PBI karena dianggap mampu oleh dinas sosial. https://t.co/jyEgrfD3ky"
2/15/2026,sitinrlla,"@tanyarlfes Smga anaknya sgra ditangani serius. Klo urusan anak udh kelar, jgn lupa segera urus BPJSnya. Pindah aja ke BPJS yg gratis (PBI) tinggal minta pengantar dr RT trs urus di kelurahan. Hrs mau gerak dan repot dikit. Juga ga perlu gengsi pindah ke PBI klo emang udh ga sanggup byr"
2/15/2026,hanhan5555,"@tanyarlfes Kalau di puskesmas biayanya InsyaAllah masih lebih terjangkau drpd di rs kak... Cuma mungkin nnti klo trnyata parah dan perlu di rujuk, butuh bpjs PBI, jadi segera sambil urus bpjs nya ya kak. Semangat"
2/15/2026,hanhan5555,"@tanyarlfes Segera urus ganti PBI kak bpjs nya. Mungkin gabisa langsung dipakai aku kurang tahu. Tp coba ke puskesmas yg ada ranap nya, seengganya bs di infus dlu krn anak butuh cairan, sambil urus bpjs PBI.  Org2 yg pada komen tlg lebih empati, jgn hujat. Ibunya sdh panik&amp;bingung."
2/15/2026,EastDawn2,"@MurtadhaOne1 Pemerintah ga ngerti prioritas. Punya duit buat sosialisasi kebijakan indo ke luar negeri, tapi ga punya duit utk sosialisasi kebijakan di dlm negeri utk rakyat sendiri. Contoh, main potong keanggotaan BPJS PBI, ga ada penjelasan gak ada sosialiasi, 11 jutaan masyarakat kelabakan"
2/15/2026,soonbanyakduit,"@tanyarlfes Hari ini langsung bawa puskesmas nder! Jangan tunggu dedeknya bangun (takutnya itu bukan tidur, tapi lemes karna ga ada makan minum yg masuk + muntah2). Kalau takut biaya, puskesmas lebih murah biayanya dibanding RS.  Next langsung urus pindah bpjs mandiri ke PBI nder."
2/15/2026,didihusadiwong,@RadioElshinta Jka benar klaim BPS klo angka kemiskinan ±25 jt jiwa maka tdk salah yg diucapkan @GuruGembull  Perbaiki data kemiskinan lihat versi² sbb : BPS ±25 Jt PBI BPJS ±100 Jt Bank Dunia ±60%(190 jt) Pakailah data riil dilapang minimal data PBI-BPJS dikombinasikan dg data Dorld Bank
2/15/2026,mwmwgie,"@tanyarlfes Langsung ke puskesmas aja nder, kalo diare jangan ditunggu lama apalagi bayi, takutnya makin parah. Langsung aja ke faskes 1, abis itu baru urus bpjs nya biar bisa pbi"
2/15/2026,FaridMaretan,@OposisiCerdas Itu mah emang sengaja mau mwnjatuhkan pemerintahan pak prabowo..karna rakyat nga bs difitnah br dah minta maaf..anda itu walkot masa nga tau persoalan PBI BPJS..nga mungkinlah pa presiden menghentikan PBI BPJS
2/15/2026,didihusadiwong,@tempodotco Data kemiskinanan acak kadut! BPS ±25 jt  PBI BPJS ±100 jt Bank Dunia ±190 jt Jika data/informasi ttg kemiskinan salah mirip dokter yg salah berikan obat karena pasien berbohong ttg kondisi kesehatannya
2/15/2026,inoirre,@BPJSKesehatanRI min kalo mau ke psikiater pake bpjs pbi tapi lagi merantau ke luar kota masih bisa dipake ga ya?
2/15/2026,Hnirankara,"@MrMjab0001 @psi_id Lu baca berita? Ribuan penerima BPJS PBI dari kalangan atas, itu pun yang ketauan. Belom ditambah kelas menengah yang harusnya mandiri tapi dapet PBI."
2/15/2026,AZaenarifin,@bangherwin Ini saya perjelas maksudnya: melakukan penghematan di satu sisi (menonaktifkan BPJS PBI contohnya) dan menghambur-hamburkan di anggaran MBG. Gitu lho.
2/15/2026,iamnggls,"@tanyarlfes Aku pernah ngerasain di lay off ber 2 (aku suamiku) dan aku gercep bikin PBI (itu hak kita) rentang kita di Layoff cma sebulan akhirnya pas suami blg kena jg aku ngajuin PBI karna aku tau BPJS tuh penting. Alhamdulillah sudah lepas dri PBI, mungkin yg kaya kamu lebih butuh🙏🏻🙃"
2/15/2026,iamnggls,"@tanyarlfes Plis normalisasikan jd ortu sigap. Ekonomi menurun? BPJS bsa dipindah lwt apk doang lho, Kalau kamu lebih effort bikin PBI. Skrg masukin IGD RS, skrg tuh BPJS ada sistem Rehab berkala. Jd tunggakan lo bsa dicicil. Itu anak butuh cairan, kalau nggak Yu ke puskes jgn ke X🤌🏻"
2/15/2026,jeonghans04,@tanyarlfes Coba ka daftar pbi bpjs dulu. Biasanya sehari jadi trs langsung ke puskesmas
2/15/2026,ShofiaNaur27707,"@MariaAlkaff_ Pokoknya yg berbau Ormas NU pasti gak beres alias brengsek 😂 Menag koruptor, meskes non aktifkan 11 juta BPJS PBI,"
2/15/2026,namorabora,"@tanyarlfes Nanti bpjs mu di alihkan ke pbi, kalo sampe di rawat saat itu juga itu bisa di gunain langsung bpjs pbi nya (cmiiw). Ini aku dari pengalaman mamah ku kemarin ya karna masuk igd dan akhirnya ganti ke bpjs pbi dan yg bpjs mandiri."
2/15/2026,beritandanews,Polemik BPJS PBI di Denpasar mereda usai wali kota minta maaf dan klarifikasi salah tafsir Inpres. Simak fakta lengkap dan dampaknya di sini.
2/15/2026,BeritaNusa89,Infografis : Reaktifasi BPJS PBI https://t.co/3N03dwS9bY https://t.co/jAXXajz0c8
2/16/2026,lucimaya123,"MBG oh, mbg. Dulu sebelum dia berkuasa, tidak ada mbg - semua tenang2 saja. Anak2 sekolah tidak ada yg keracunan. Pengguna bpjs pbi bisa berobat dengan nyaman tanpa gangguan. Tidak ada anak yg mati bunuh diri karena orang tua tidak mampu membelikannya buku dan pena. Guru-guru https://t.co/zUTjTxDcnR"
2/16/2026,Asyahada22,"@cakimiNOW @GusIpul_ID @ghufron_mukti Semoga sgera beres data PBI BPJS, BPJS harus dievaluasi bersama agar lebih memaksimalkan iuran masyarakat utk kesehatan masyarakat yg merata dan terjamin"
2/16/2026,__muyu,"apaan anying, makin goblok, mending dipake buat perbanyak kategori penyakit bpjs atau minimal aktifin lg PBI nya, pangkas aja terus nyet"
2/16/2026,folkpolitcs,"Rapat Tingkat Menteri Kementerian Koordinator Pemberdayaan Masyarakat bersama Kementerian Sosial, Badan Pusat Statistik, dan BPJS Kesehatan, Senin (16/2). Menegaskan pemutakhiran data PBI JKN agar tepat sasaran. Saat ini 152 juta jiwa (52 persen penduduk) menerima PBI. Sebanyak https://t.co/pIbjiaAdLD"
2/16/2026,didihusadiwong,"@cakimiNOW @GusIpul_ID @ghufron_mukti Data kemiskinan : BPS±25jt PBI BPJS ±100jt WORLD BANK :±190jt Pakailah data WB agr tdk sesat dlm ambil kebijakan,bbrp wkt lalu ada menteri yg coba² usik soal Gas 3Kg krn merefer angka kemiskinan BPS,Gejolak luar biasa! Memerintah itu 'kitab sucinya' UUD,apa para mentri paham?"
2/16/2026,propertynakmuda,Pak Presiden @prabowo Saya pekerja serabutan. Kadang dpt duit kadang tidak sama sekali.  Sekarang anak saya sakit tengah malam begini. bpjs pbi di non aktfikan. Duit gak punya. Dan banyak orang diluaran sana begitu. Apa tujuan bpk sebenar nya?  Apa agenda dibalik kebijakan ini?
2/16/2026,_bangmuu,"@kumifigo Stop MBG !!! Utamakan MBG hanya untuk anak-anak di daerah 3T (Terluar, Terjauh, Tertinggal) turunkan pajak, kembalikan bpjs PBI karna kasian buat para lansia dan orang-orang yang emang ekonomi nya sulit, jangankan buat bayar BPJS mereka makan aja kadang emang ga ada"
2/16/2026,okezonenews,Mensos: 40 Ribu Peserta BPJS PBI Sudah Ajukan Reaktivasi
2/16/2026,bergeloralah,"SIAPA TANGGUNG JAWAB #REAKTIFASI..? Penerima #PBI Capai 52 Persen Penduduk, Data Peserta Diperbarui Tiap Bulan, Warga Bisa Menyanggah #cakimin"
2/16/2026,radarbangsa_com,"Menko PM Cak Imin: Penerima PBI BPJS Capai 152 Juta Orang, Data Terus Diperbarui"
2/16/2026,billy4riez,Cak Imin Ungkap BPJS PBI Bakal Dimutakhirkan Tiap Bulan Agar Tepat Sasaran
2/16/2026,DoddyYuniarto,@KemensosRI Lah BPJS PBI saya masihh ga bisa dipakai untuk berobat akibat sakit gigi yg menyiksa. Harus ke dokter gigi yg biayanya mahal. Tahu kan rasanya sakit gigi?
2/16/2026,harapanrakyat_,Cerita 2 Ribu Peserta PBI BPJS Kesehatan yang Pilih Bayar Mandiri Usai Data Kemensos Diperketat https://t.co/tt5YRdj4S2
2/16/2026,bps_statistics,"Solusi Terpadu PBI Nonaktif Dipimpin Menko PM Menko Bidang Pemberdayaan Masyarakat menggelar rapat bersama Menteri Sosial, Kepala BPS RI, dan Dirut BPJS Kesehatan untuk melakukan konsolidasi dalam rangka melakukan langkah-langkah solutif bagi PBl yang dinonaktifkan (16/2). https://t.co/byP4z1nPmf"
2/16/2026,Melihat_Indo,"11 Juta BPJS PBI Dinonaktifkan, Baru 40 Ribu Aktif Lagi—Apa yang Sebenarnya Terjadi? Menteri Sosial Saifullah Yusuf mengungkapkan sekitar 40.000 peserta BPJS Kesehatan Penerima Bantuan Iuran (PBI) telah melakukan reaktivasi dari total 11 juta kepesertaan yang sempat https://t.co/AOr32tG5Gt"
2/16/2026,Melihat_Indo,"11 Juta BPJS PBI Dinonaktifkan, Baru 40 Ribu Aktif Lagi—Apa yang Sebenarnya Terjadi? Menteri Sosial Saifullah Yusuf mengungkapkan sekitar 40.000 peserta BPJS Kesehatan Penerima Bantuan Iuran (PBI) telah melakukan reaktivasi dari total 11 juta kepesertaan yang sempat https://t.co/ggLh2ueoWL"
2/16/2026,Melihat_Indo,"11 Juta BPJS PBI Dinonaktifkan, Baru 40 Ribu Aktif Lagi—Apa yang Sebenarnya Terjadi? Menteri Sosial Saifullah Yusuf mengungkapkan sekitar 40.000 peserta BPJS Kesehatan Penerima Bantuan Iuran (PBI) telah melakukan reaktivasi dari total 11 juta kepesertaan yang sempat https://t.co/KXp1FjfmAs"
2/16/2026,Melihat_Indo,"11 Juta BPJS PBI Dinonaktifkan, Baru 40 Ribu Aktif Lagi—Apa yang Sebenarnya Terjadi? Menteri Sosial Saifullah Yusuf mengungkapkan sekitar 40.000 peserta BPJS Kesehatan Penerima Bantuan Iuran (PBI) telah melakukan reaktivasi dari total 11 juta kepesertaan yang sempat https://t.co/c0Jy2BvlTl"
2/17/2026,Pjmhoon25,Terus kok BPJS PBI dihapusin bwang? Oh duitnya di puterin buat MBG dulu yah?
2/17/2026,kompascom,"""Ini bukan jumlah yang sedikit. Maka saya minta pilar-pilar sosial untuk terus mendampingi dalam mitigasi data, karena itu yang paling penting saat ini,"" tegas Khofifah."
2/17/2026,Harian_Jogja,"Anggaran BPJS Rp42 Miliar, Gunungkidul Reaktivasi 6.000 Peserta PBI https://t.co/GqsbBq5J1w https://t.co/fsXpziqZgl"
2/17/2026,mariadi63425147,"@BANGSAygSUJUD @99propaganda @are_inismyname @AswinbaharD @saskiadina7 @StelaPoan @Ndons_Back @Kimberley_PS08 @IrawanRommi @florieliciouss @jametkunx Smua buzzer omon2 lg dikerahkan utk bohongi rkyat ttg MBG n sumber dana nya.  Tp fakta gak bs dibantah: Anggran pendidikn dipotong BPJS PBI dicabut 11 jt org utk MBG. MBG proyek bagi2 bisnis klrg n kroni Org miskin 9% (BPS), tp MBG utk 82 jt org (30%), 20% utk org kaya."
2/17/2026,Dara_Cega,Korban MBG. 11 jt PBI BPJS di nonaktifkan.. https://t.co/jTw34Chwif
2/17/2026,dngwijonarko,"Pas kasus IHSG anjlok: Langsung cepet ganti kepala BEI, OJK, dll dll Pas kasus BPJS PBI: Koordinasi lambat, gakada yang diganti, gakada yang kena sanksi Simpulan opini: Kalo merugikan kelas atas -&gt; sat set Kalo kelas bawah -&gt; selow ajaahhhhh bosqqqkkewhhhh"
2/17/2026,Partikellirs,"aihh mana BPJS kes PBI yang di non aktifkan oleh pamarentah tersebar lebih banyak di jateng + dihantam bencana seperti ini, haiss mengerikan menirut world bank angka kemiskinan di indoneska terus meroket tajam dan mereka(world bank) bertanya pertanggungjawaban RI, ngeriii ini"
2/17/2026,hilalmultibiz,"Ada narasi yang disuarakan dengan lantang: JANJI KESEJAHTERAAN, PEMERATAAN, DAN MASA DEPAN CERAH.  Namun, di balik riuhnya janji, tersembunyi realitas yang membingungkan. Jaring pengaman sosial, seperti BPJS PBI, justru seolah ditarik paksa dari mereka yang paling membutuhkan. https://t.co/c6ixEa1ign"
2/17/2026,awhsar,"@Naandaa27 @TanjungSyahril Oohhh yg di non aktifkan itu Desil 6 dan 7 , wajar sih karena masih banyak Desil 1 dan 2 yang lebih berhak memperoleh BPJS PBI. Terimakasih atas informasinya pak ."
2/17/2026,Asyahada22,"@DPP_PKB @cakimiNOW Semoga sgera beres data PBI BPJS, BPJS harus dievaluasi bersama agar lebih memaksimalkan iuran masyarakat utk kesehatan masyarakat yg merata dan terjamin"
2/17/2026,pranaladotco,"Evaluasi PBI BPJS Kesehatan, Pemkot Balikpapan Pastikan Warga Miskin Tetap Bisa Berobat via @https://x.com/pranaladotco https://t.co/r0317SsTyy"
2/17/2026,ready_ovt,"@TaliUdeng Wah, padahal ibu hamil dan lansia lebih membutuhkan layanan kesehatan karena lebih mahal daripada makanan bergiji gratis. Bayangin dah, bpjs pbi non aktif dan waktunya lansia/bumil untuk kontrol. Beuh sedapnya"
2/17/2026,cincauwr,@DS_yantie Lagi sibuk ngurusin BPJS PBI 🥺
2/17/2026,mariadi63425147,"@are_inismyname @prabowo @Ndons_Back @BANGSAygSUJUD @99propaganda @khus_mub @G0LIATH87 @IrawanRommi @DarekaRendy @Kimberley_PS08 @FDonghun @florieliciouss Smua buzzer omon2 lg dikerahkan utk bohongi rkyat ttg MBG n sumber dana nya.  Tp fakta gak bs dibantah: Anggran pendidikn dipotong, BPJS PBI dicabut 11 jt org utk MBG.  MBG proyek bagi2 bisnis klrg n kroni Org miskin 9% (BPS), tp MBG utk 82 jt org (30%), 20% utk org kaya. https://t.co/yN6RzzOLDw"
2/17/2026,rienewsdotcom,"Menyoal BPJS PBI, Pemerintah Disarankan Bentuk Task Force di Tiap RS"
2/17/2026,rienewsdotcom,Pimpinan DPR Pastikan Layanan BPJS PBI Tetap Aktif
2/17/2026,rienewsdotcom,DPR Tegaskan Penonaktifan BPJS PBI Tidak Putus Layanan Pasien Kronis https://t.co/GrrriiW91f
2/17/2026,mariadi63425147,"@BANGSAygSUJUD @99propaganda @are_inismyname @AswinbaharD @florieliciouss @FDonghun @IrawanRommi @jametkunx @Kimberley_PS08 @Ndons_Back @khus_mub Smua buzzer n pjbt kabinet omon2 lg dikerahkan utk bohongi rkyat ttg MBG n sumber dana nya. Tp fakta gak bs dibantah: Anggran pendidikn dipotong n BPJS PBI dicabut 11 jt utk MBG.  MBG proyek bagi2 bisnis klrg n kroni Org miskin 9%, MBG utk 80 jt (30%):"
2/18/2026,penatumpul76,Setuju banget dong...masa penonaktifan BPJS PBI dibilang atas perintah Presiden. Pernyataannya di media pula. https://t.co/Lb5yWY1wwU
2/18/2026,waruboy,@BulanRumah @KemensosRI kok bisa yang begini ngga dapat bantuan BPJS PBI? Tolonglah dibantu
