Date,Username,Comment
2/4/2026,teaxbee,ini BPJS ku dari PBI malah jadi PBPU dan BP Pemda
2/4/2026,tricia3ca,"masa atlet ngga dikasih BPJS gratis yang dibiayai pemerintah, tapi keluarga 271T malah dapet PBI dari 2018 sampai 2024."
2/5/2026,Beritasatu,Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan memberikan penjelasan terkait keluhan puluhan pasien yang tidak dapat menjalani cuci darah akibat penonaktifan kepesertaan program Jaminan Kesehatan Nasional (JKN) segmen Penerima Bantuan Iuran (PBI) tanpa pemberitahuan https://t.co/5tClwWzt5E
2/5/2026,MurtadhaOne1,"Rezim Prabowo memang tak punya empati🤬 Ratusan ribu pasien gagal ginjal tak bisa cuci darah akibat BPJS PBI di seluruh Indonesia, mendadak di-non-aktif-kan tanpa pemberitahuan https://t.co/QMLuBWXshs"
2/5/2026,Resetmylfe,"Okee, baru cek dan ternyata bpjs pbi w nonaktif, kampret kampret."
2/5/2026,moanaohanaaa,"Ditengah banyaknya berita BPJS PBI dinonaktifkan, aku berterimakasih pada diriku sendiri, karena wkt ini keras kepala banget suruh ninikku utk pindah BPJS ke mandiri🙃 syukurnya beliau nurut, ga kebayang udh tua tiba2 (amit2) perlu perawatan yg pake BPJS harus bayar Umum.."
2/5/2026,tvOneNews,Penonaktifan kepesertaan Penerima Bantuan Iuran (PBI) BPJS Kesehatan dinilai berisiko memutus layanan kesehatan bagi pasien penyakit kronis. Simak selengkapnya di https://t.co/DBh6QwZknq #HardNews_Kebijakan #CariBeritaditvOne #NewsOne #PBI #BPJS #PenyakitKronis #NO01 https://t.co/SyDI7CW3hV
2/5/2026,MariaAlkaff_,Astaghfirullah…. 😱😱 Ini soal hidup dan mati. Ratusan Pasien Gagal Ginjal Tidak Bisa Cuci Darah Akibat BPJS PBI Tiba-tiba Dinonaktifkan. Komunitas Pasien Cuci Darah Indonesia (KPCDI) menerima ratusan aduan dari pasien gagal ginjal di berbagai daerah yang tiba-tiba https://t.co/NnXGOPDIGE
2/5/2026,Bintu__Baba,"Inna lillahi… 😭😭 Ini sih namanya memutus harapan hidup orang. BPJS PBI diputus mendadak tanpa pemberitahuan, membuat ratusan pasien baru mengetahui status nonaktif saat tiba di rumah sakit. Layanan dihentikan lebih dulu, sementara pasien diminta mengurus pembaruan data https://t.co/NbSsXw6OUT"
2/5/2026,tijabar,"Ramai PBI JK Mendadak Nonaktif, Komisi IX DPR Akan Panggil Menkes-BPJS Coba di cek deh BPJS masih aktif apa nggak... jangan sampai pas dadakan harus berobat ternyata tidak aktif. 🌐 https://t.co/JBdvFWLpz3 https://t.co/eUVTOdMBxl"
2/5/2026,akuratco,"⚠️Banyak pasien peserta BPJS PBI terlunta-lunta, BPJS Kesehatan harus segera bikin sistem darurat aktivasi ulang⚠️ Wakil Ketua Komisi IX DPR RI Charles Honoris meminta BPJS Kesehatan segera menyiapkan mekanisme darurat untuk aktivasi ulang kepesertaan Jaminan Kesehatan https://t.co/I25oeNHL30"
2/5/2026,KompasTV,"Anggota DPR Kritik Penonaktifan BPJS Kesehatan PBI JK Secara Tiba-Tiba, Desak Kemensos Evaluasi https://t.co/ejItvTBIna"
2/5/2026,dosenkesmas,"BPJS bikin video isinya: - Ke""kacauan"" ini bukan salah mereka - Terkesan menyalahkan ""Kementerian Sosial"" - Tips mengaktivasi kembali 1. Pastikan masuk dalam penerima PBI bulan sebelumnya 2. Masuk kategori miskin atau rentan miskin 3. Butuh emergency 4. Lapor Dinas Sosial https://t.co/FprS6NCb5R"
2/5/2026,detikkalimantan,"Ramai BPJS PBI Nonaktif, Simak 4 Jenis Kepesertaan BPJS Kesehataan https://t.co/BvOxf1DBRi"
2/5/2026,SINDOnews,Kementerian Kesehatan (Kemenkes) menanggapi para pasien cuci darah yang kini tak bisa berobat menggunakan layananan BPJS. Hal ini lantaran kepesertaan Penerima Bantuan Iuran Jaminan Kesehatan (PBI JK) mereka mendadak nonaktif. Menteri Kesehatan Budi Gunadi Sadikin mengatakan https://t.co/5GCtoddNbN
2/5/2026,RadioElshinta,"Mensos Tegaskan RS Wajib Layani Pasien BPJS PBI. Menteri Sosial Saifullah Yusuf atau Gus Ipul menegaskan rumah sakit dan fasilitas kesehatan tidak diperbolehkan menolak pelayanan terhadap pasien BPJS Kesehatan segmen Penerima Bantuan Iuran Jaminan Kesehatan (PBI-JK), termasuk https://t.co/Nem4DWTfFg"
2/5/2026,KompasTV,Cara Mengaktifkan Kembali BPJS PBI JK yang Dinonaktifkan Beserta Syaratnya https://t.co/RzzoGeFI5h
2/5/2026,RadioElshinta,"Belakangan ini beredar kabar, peserta BPJS PBI tidak dapat mengakses layanan kesehatan, karena status PBI-nya non aktif. Sementara beberapa waktu pemerintah melalui kementerian sosial terus melakukan perbaikan/pemutakhiran Data Tunggal Sosial Ekonomi Nasional (DTSEN), dengan https://t.co/ibjngGXh0E"
2/5/2026,RadioElshinta,"Ramainya keluhan soal penonaktifan kepesertaan PBI BPJS Kesehatan mendapat sorotan publik. BPJS Kesehatan menegaskan kebijakan itu merupakan pemutakhiran data penerima bantuan sesuai SK Menteri Sosial Nomor 3/HUK/2026 yang berlaku sejak 1 Februari 2026, dengan peluang reaktivasi https://t.co/Wcpn8tIZ0R"
2/5/2026,daynswiftly,"Gue sedih bgt ih yg bpjs pbi dicabut itu........ Sebagai orang yg harus kontrol tiap bulannya, paham bgt rasa sedihnya tbtb ga bisa berobat😭😭😭😭😭 kek.... Apalagi kl krusial macem cuci darah..... Itu pemerintah mikir ke arah sana gak sih?????"
2/5/2026,whenscarves,"Man, menurut gue evil banget sih tiba2 bpjs pbi dinonaktifkan Kebayang ga orang yang harus nebus obat untuk hidup udah jauh2 terus tertolak Anak-anak yang perlu diterapi Orangtua yang sudah nunggu antrian Pure evil"
2/5/2026,theogidn,"Akses cuci darah ratusan pasien terhenti mendadak akibat penonaktifan BPJS PBI secara sepihak. KPCDI mengecam keras hal ini. ""Bagi pasien cuci darah, ini bukan sekadar urusan administrasi; ini soal hidup dan mati,"" tegas Ketum KPCDI, Tony Richard Samosir. Kemensos menjelaskan https://t.co/4Wofl8s8R1"
2/5/2026,IDNTimes,KPCDI Kecam Akses BPJS PBI Pasien Cuci Darah Dicabut Mendadak https://t.co/WNZVyGJKxg
2/5/2026,IDNTimes,Menkes Buka Suara soal 11 Juta PBI BPJS Kesehatan Mendadak Dimatikan https://t.co/bVguBwklTU
2/5/2026,natyapi,"Ohhhhhhhh ini counter buzzernya, dari kemaren baru liattt sejak huru hara bpjs pbi pada non aktif. Sekali lagi, kita gatau dia hanya menulis fiksi atau bukan yaaaak wkwkwkwkwk"
2/5/2026,Dennaaja_,Di tiktok sama ig lagi rame bpjs pbi ribuan orang dicabut. Duit negaranya abis kali dipake buat MBG sama daftar ikut kelompok pendukung zionis trump board of piece
2/5/2026,kompascom,"""Ya mestinya disanksi oleh BPJS dong, ini berarti kan rumah sakitnya bermasalah, rumah sakitnya yang harus ditutup,"" kata Gus Ipul saat ditemui di Kantor Kemensos, Jakarta Pusat, Kamis (5/2/2026). Baca selengkapnya: https://t.co/3C273jMj8D. ~SN #Kemensos #BPJSkesehatan https://t.co/xXDYHFOdeT"
2/5/2026,alisyarief,BPJS Kesehatan: Ini 3 Kriteria Peserta PBI yang Masih Bisa Aktifkan Lagi Kepesertaannya https://t.co/olavqf079L
2/5/2026,kompascom,"BPJS PBI Indah nonaktif mendadak, muncul tunggakan Rp 1,9 juta. Ia melunasi tunggakan agar kembali ke BPJS mandiri dan berobat. Indah memilih BPJS kelas 3 Rp 35.000 per bulan agar berobat tak tertunda. Baca selengkapnya: https://t.co/ciABG23GiY ~RK #BPJS #PBI #Depok https://t.co/lWjUGB0y6M"
2/5/2026,kompascom,Gus Ipul Sebut RS yang Tolak Pasien BPJS Kesehatan PBI: Harus Ditutup! https://t.co/3C273jMj8D ~TR #BPJSPBI
2/5/2026,KompasTV,Cara Cek Kepesertaan BPJS Kesehatan untuk Tahu Status PBI JK Aktif atau Tidak https://t.co/b4nBNlCyss
2/5/2026,mediaindonesia,"WAKIL Ketua Komisi IX DPR RI, Charles Honoris, mendesak BPJS Kesehatan untuk segera merancang mekanisme darurat bagi aktivasi ulang kepesertaan Jaminan Kesehatan Nasional (JKN) segmen Penerima Bantuan Iuran (PBI). https://t.co/vfBWn6cP9d"
2/5/2026,RichHealthyFun,"Pemerintahmu emang pengen kamu bodoh (sekolah gratis bukan prioritas, ukt mahal), sakit-sakitan (bpjs pbi dinonaktifkan tanpa mitigasi jelas) biar kamu cuma mikir yg penting kenyang (mbg meski kiamat) supaya kamu ga kepikiran ada yg salah sama negara ini + bisa disuap pas pemilu"
2/5/2026,kompascom,Anggota DPR Sebut Penonaktifan BPJS PBI karena Perubahan Kondisi Ekonomi ~AA Baca di sini: https://t.co/tJ2QOIXDXX
2/5/2026,mediaindonesia,"KOORDINATOR Advokasi BPJS Watch, Timboel Siregar, menilai penonaktifan peserta PBI JKN dan PBPU dilakukan tanpa ukuran yang jelas dan berpotensi mengorbankan warga miskin https://t.co/tae8LzvxGd"
2/5/2026,RichHealthyFun,"Di titik BPJS PBI dinon-aktifkan tanpa pengumuman dan mitigasi yang jelas, kalau ada yg nyukur2no atau maki2 pemilih 02 dan influencer 02 gue bisa paham banget 🙏"
2/5/2026,kompascom,Menkes Budi Gunadi Sadikin menanggapi BPJS PBI yang mendadak nonaktif. Kemenkes berkomunikasi dengan BPJS soal perubahan data peserta dari Kemensos. Pertemuan lintas kementerian disiapkan untuk mencari solusi. Baca selengkapnya: https://t.co/UGs0Zritqv ~RK #Menkes #BPJS #PBI https://t.co/Kh5OweZHG9
2/5/2026,kompascom,Begini Cara Reaktivasi BPJS Kesehatan PBI yang Dinonaktifkan ~SN Klik untuk baca: https://t.co/siGQhxyfNh
2/5/2026,IDNTimes,Anggota DPR: Penonaktifan PBI BPJS Jangan Putus Layanan Pasien Kronis https://t.co/kSAQ8QhD31
2/5/2026,harapanrakyat_,Gus Ipul Ancam Tutup Rumah Sakit yang Berani Tolak Pasien BPJS PBI Nonaktif https://t.co/ftdZe5Rsio
2/5/2026,Gi_N0ng,Saat ini puluhan pasien gagal ginjal kehilangan akses pengobatan karena status kepesertaan BPJS PBI mereka tiba-tiba nonaktif tanpa pemberitahuan.. Dimana negara saat kondisi darurat kesehatan bagi kalangan tidak mampu itu terjadi saat ini? https://t.co/e4pbalKJyN
2/5/2026,detikHealth,"Viral Peserta PBI Nonaktif Disebut gegara Anggaran Pindah ke MBG, BPJS Bilang Gini https://t.co/9XF5eKGW6g"
2/5/2026,Otto_0967,Bagi kalian yang sedang sakit dan harus cuci darah sementara dicuci dulu pakai sabun detergen dulu sebab anggaran kesehatan mau dialihkan ke dapur MBG...!! Harap maklum para peserta BPJS PBI.. . Titip Hari kanker sedunia Perang dunia lll Semoga HMI https://t.co/MeoOa9KxGk
2/5/2026,kompascom,Sejumlah wilayah di Jawa Barat salah satunya Depok dan Bekasi ramai diperbincakan soal status Penerima Bantuan Iuran (PBI) BPJS Kesehatan yang dinonaktifkan mendadak. Baca di sini: https://t.co/aaJdoxKAFA ~AA #BPJS #PBI #JawaBarat https://t.co/YBXVUmCCWm
2/5/2026,kompascom,Anggota DPR Kritik BPJS Nonaktifkan PBI: Orang Sakit Jadi Korban ~AA Baca di sini: https://t.co/0NQqSo89fq
2/5/2026,BPJSKesehatanRI,@rolando08588479 Salam Sehat Sahabat. Penentu keaktifan PBPU dan BP PEMDA/ PBI JK sesuai dengan kebijakan Dinas Sosial berdasarkan perjanjian kerja sama Pemerintah Daerah dengan BPJS Kesehatan serta DTSEN (Data Tunggal Sosial Ekonomi Nasional). Terima kasih. :) -riko
2/5/2026,ntoneztu,"Lagi rame peserta BPJS PBI dinonaktifkan, semalem pak RT share seperti ini.. Rakyat sudah susah, dibikin repot lg sama pemerintahnya https://t.co/TLigRpBQm9"
2/5/2026,kompascom,Anggota DPR Sebut Penonaktifan BPJS PBI karena Perubahan Kondisi Ekonomi ~WR Klik untuk baca: https://t.co/tJ2QOIXDXX
2/5/2026,harapanrakyat_,"Ribuan Peserta BPJS PBI di Kota Banjar Dinonaktifkan, Tak Bisa Akses Layanan Kesehatan? https://t.co/0GPBn1vhYb"
2/5/2026,spicytunamayo_,"Serem banget BPJS PBI banyak yg dinonaktifkan. Aku pake BPJS PBI lagi tiga tahun ini, untuk ke psikiater."
2/5/2026,KompasTV,Komisi IX DPR Desak BPJS Segera Buat Mekanisme Darurat Aktivasi Ulang Kepesertaan JKN PBI https://t.co/vTzlYl5qVG
2/5/2026,mootstiara,Soal bpjs pbi nonaktif tuh dari bpjs sebelumnya diem aja gaada ngasih notice sebelumnya ya? Kalo iya jahat banget sih.
2/5/2026,detikHealth,"Kata Menkes soal 160 Pasien Cuci Darah Tak Bisa Berobat, PBI BPJS Tetiba Non-aktif https://t.co/wMRCpVtfok"
2/5/2026,energijuangnews,"Peserta BPJS PBI Nonaktif, DPR Panggil Menkes-BPJS https://t.co/vBMPqQQ7br"
2/5/2026,Harian_Jogja,"30.489 Peserta PBI BPJS di Bantul Dinonaktifkan, Ini Penjelasannya https://t.co/XU6GWwQ3Hy https://t.co/pwkDLsvUOh"
2/5/2026,kompascom,"""... telah dilakukan penyesuaian di mana sejumlah peserta PBI JK yang dinonaktifkan, digantikan dengan peserta baru. Pembaruan data PBI JK dilakukan secara berkala oleh Kementerian Sosial supaya data peserta PBI JK tepat sasaran,” kata Kepala Humas BPJS Kesehatan, Rizzky https://t.co/f0GAshzF3t"
2/5/2026,Byaku_RENN,"Btw bukan pembela anu, tapi emang BPJS PBI ini mesti ada seleksi, soalnya banyak yg ga tepat sasaran. Sama kaya bansos. Memang harus dikaji ulang."
2/5/2026,Rangga81591832,"@kenhans03 Dana Pendidikan di tarik buat MBG, Dana Kesehatan juga sama...BPJS PBI dihapus... https://t.co/0WRRjEYak5"
2/5/2026,akusiapaaa9468,Sedih banget bacain berita BPJS PBI jadi non aktif. Nyusahin masyarakat yang udah susah beneran 😢
2/5/2026,kompascom,"Status BPJS PBI yang mendadak nonaktif sejak awal Februari membuat banyak pasien kronis panik karena pengobatan mereka tak bisa ditunda. Lala, pasien gagal ginjal, menjadi salah satu yang terdampak ketika jadwal cuci darahnya terancam batal setelah kartunya tiba-tiba mati. https://t.co/iHG8a0mpmY"
2/5/2026,mediaindonesia,SEKJEN Yayasan Lembaga Konsumen Indonesia (YLKI) Rio Priambodo menilai penonaktifan kepesertaan Penerima Bantuan Iuran (PBI) BPJS Kesehatan harus diinformasikan juga ke peserta agar menjaga hak atas informasi peserta BPJS Kesehatan. https://t.co/RDzFi5EXMk
2/5/2026,Dara_Cega,Komunitas Pasien Cuci Darah Indonesia (KPCDI) menyatakan bahwa terdapat ratusan aduan dari pasien gagal ginjal yang kehilangan akses berobat setelah layanan BPJS Kesehatan Penerima Bantuan Iuran (PBI) dicabut sejak Senin (2/2). Tony Samosir selaku ketua umum KPCDI menyampaikan https://t.co/qwNAo27sA1
2/5/2026,aseliayu,"Ironi sekali negri ini. Uang negara 1,2T perhari dialokasikan ke Makan Bergizi Gratis, yg faktanya isinya gak bergizi bergizi banget. Dan gak tepat sasaran. Sedangkan BPJS PBI yang di tanggung APBN banyak yang di non aktifkan, padahal mereka banyak yang benar benar membutuhkan. -"
2/5/2026,ajiiiikk,"Tolonglah Pemerintah udah perlakuan ke peserta BPJS PBI berbeda, status peserta malah dinonaktifkan tanpa pemberitahuan"
2/5/2026,bluukatsh,"mksd nya BPJS PBI itu gratis kah ?? ga bayar ?? Kok gue tiap bulan bayar 100 😭tpi cabut gaji bapak gue sih, cuma emg iya uang bpjs kita di gunain buat iuran juga ? apa gmn dah ?"
2/5/2026,mediaindonesia,SEKJEN Yayasan Lembaga Konsumen Indonesia (YLKI) Rio Priambodo menilai penonaktifan kepesertaan Penerima Bantuan Iuran (PBI) BPJS Kesehatan harus diinformasikan juga ke peserta agar menjaga hak atas informasi peserta BPJS Kesehatan. https://t.co/RDzFi5FvBS
2/5/2026,cattellpillar,"Dari kuota beasiswa sampe bpjs pbi, ternyata mbg tidak benar benar gratis..."
2/5/2026,tanyarlfes,"trus BPJS PBI bisa diaktifkan kembali, tapi masa pengguna harus melapor ke dinsos buat minta surat keterangan ke BPJS. sama aja dipersulit ini mah. https://t.co/aqGCtljiLg"
2/5/2026,VerenaSusilowa1,Apalagi ini Namanya BPJS PBI itu d bayar negara bukan orang nya yg suruh bayar. La kenapa bisa beralih ke mandiri. D lihat dari segi apa pemerintah menghentikan pemegang kartu PBI
2/5/2026,ryzaoryza,"Kepikiran sama orang yang tiba-tiba sakit dan mau berobat, orang yang kontrol rutin, orang yang cuci darah, lansia yang ga bisa ngurus (padahal kadang ada aja sakitnya karena udah tua)😔 atau mungkin orang yang lagi dirawat di rs terus tiba-tiba bpjs pbi ga aktif lagi😔"
2/5/2026,cthamomile,"Hari ini ke polijiwa, pas nunggu di loket pendaftaran ada ibu ibu yg tdnya pake BPJS PBI dan skrg terpaksa ditolak pendaftarannya krn dinonaktifkan.. jahannam semua yg bikin akses kesehatan yg udh ribet ini makin sulit :)"
2/5/2026,netralnews,"BPJS PBI Nonaktif, Ini Penyebab dan Cara Mengaktifkannya Kembali di Tahun 2026 https://t.co/e4mmt4Ucgo"
2/5/2026,liswaterlilies,Salah satu karyawanku dulu baru 3 bulan kemarin minta parklaring buat ngurus BPJS PBI. Terus sekarang ga berlaku BPJS-nya dan harus ngurus ribet yang ujung-ujungnya harus pindah ke mandiri. Astaga rakyat sudah susah makin disusahin. Pemer**tah ini jahatnya tak terkira 🤢🤮
2/5/2026,detiaaaaaw,bpjs pbi di nonaktifkan.... dzalimnya..
2/5/2026,chakoolatae,"Aku pas denger program bpjs PBI kalo sebulan ngga dipake bakalan otomatis non aktif langsung sedih bgt. Krn paham kl banyak bgt yg emg bener-bener butuh 🥺 aneh bgt masa berharap tiap bln rakyatnya sakit (?) Bpjs non pbi perorang 35k, kl 1 KK 4 org udh 140k, buat makan aja susah"
2/5/2026,BuruhSiluman,"Bayangin, ginjalmu rusak krn „kerja, kerja, kerja“ sepanjang hidupmu utk upah yg tidak seberapa itu, mengandalkan BPJS PBI utk bisa cuci darah, lalu tiba2 kamu diberitahu BPJS tsb non-aktif. Tiba2 kamu merasa seluruh hidupmu di-prank oleh negara…"
2/5/2026,eunikero,"Aceh msh hancur, di NTT anak SD bunuh diri krn ga bs bayar sekolah, kemarin ribuan pasien BPJS PBI ga bisa dilayani krn bpjs diputus sepihak TAPI LU SEMUA MASIH NGERIBUTIN HIDUP INFLUENCER??? WOY WARGA, LU LAGI DIINJEK-INJEK PEMERINTAH!! BANGUN WOY!!!"
2/5/2026,BilalFahrur,"Lagi di rumah sakit dan di samping ada mbah² sepuh pekerja bangunan kebingungan. Ketika cerita ke temen di sampingnya, ia bilang,""BPJS kulo mboten aktif mas, padahal ndek wingi tasih lho. Niki mboten mbeto arto kulo."" (BPJS saya tdk aktif mas, padahal kmren masih aktif. Saya https://t.co/9401HRyklH"
2/5/2026,tanyakanrl,💚 yaallah ini beneran? 😞😞 ayah sender msi opname dan harus transfusi darah huhuu T__T https://t.co/WE2tU0hmtd
2/5/2026,eskepalmilosatu,"Semua dana diserap MBG, akhirnya sektor lain jumpalitan. Anaknya dapat makan gratis, orang tuanya bingung harus bayar 6,4 juta/bulan atau bayar BPJS mandiri buat cuci darah karena BPJS PBInya dicabut. https://t.co/WHol0OhH14"
2/5/2026,matcha_creamyy,@sosmedkeras INI PBI YAH penerima bantuan iuran which is ada ttd surat keterangan tidak mampu bukan BPJS reguler nah iphone 17 pro itu bukan kebutuhan primer. jadi ya kira-kira aja di pasien masih pantes dikatain tidak mampu dan apakah masih layak mendapat bantuan tsb buset gini aj banyak
2/5/2026,kompascom,"BPJS PBI Indah nonaktif mendadak, muncul tunggakan Rp 1,9 juta. Ia melunasi tunggakan agar kembali ke BPJS mandiri dan berobat. Indah memilih BPJS kelas 3 Rp 35.000 per bulan agar berobat tak tertunda. Baca selengkapnya: https://t.co/ciABG23GiY ~RK #BPJS #PBI #Depok https://t.co/lWjUGB0y6M"
2/5/2026,lithelylethal,oh betul berarti program presiden yang mau memberantas orang miskin.. eh memberantas orang miskin atau kemiskinan ya katanya waktu itu?
2/5/2026,haibundacom,"Status PBI BPJS Mendadak Nonaktif, 30 Pasien Cuci Darah Terpaksa Tak Bisa Berobat: Apa yang Harus Dilakukan? https://t.co/hJAEcvRBSU"
2/5/2026,hay_yuning,@tanyarlfes Tapi emang bener. Bpjs cuma nerima data siapa2 yg mau diaktifkan segmen pbi dari dinsos. Di luar data itu berarti non aktif klo orangnya ga terdaftar di segmen mandiri/ppu/pbpu. Klo termasuk gol tidak mampu tp ga masuk desil 1-5/dtks ya yg dipertanyakan dinsosnya
2/5/2026,dosenkesmas,"BPJS bikin video isinya: - Ke""kacauan"" ini bukan salah mereka - Terkesan menyalahkan ""Kementerian Sosial"" - Tips mengaktivasi kembali, 1. Pastikan masuk dalam penerima PBI bulan sebelumnya. 2. Masuk kategori miskin atau rentan miskin. 3. Butuh emergency. 4. Lapor Dinas Sosial https://t.co/FprS6NCb5R"
2/5/2026,Panoet__,"Ada juga orang elit pakai mobil dandan modis, tapi ke kantor BPJS mau ngajuin PBI 😂"
2/5/2026,weningdanwening,"@sosmedkeras Kalo dateng kondisi kumuh, bawah hp MITO, keliatan miskin, keliatan sangat BPJS PBI, maka tetep akan ada peluang dinyinyirin."
2/5/2026,AkaiShopell,"@trachita92 @adhaihsn @sosmedkeras BPJS PBI, KIS Sama BPJS yang tiap bulan bayar beda nya aapa?"
2/5/2026,rxelllary,"@dipsiutomo @Dara_Cega banyak pasien yang harus berobat yang masuk dalam kategori penyakitnya serius kebanyakan pasien kurang mampu secara ekonomi, tiba tiba bpjs nya di nonaktifkan. apakah mereka masuk ke dalam golongan yang ga pantas menerima bpjs pbi? 🫤"
2/5/2026,vanthanks,"@adhaihsn @sosmedkeras Tetangga gw punya Mobil BRV Prestige keluaran baru, motor PCX, tapi pake BPJS PBI sekeluarga."
2/5/2026,bobwarhead,"@MariaAlkaff_ 17 T bisa buat BPJS PBI 33,7 jt orang selama setahun, talk about priority"
2/5/2026,mangga_manggaaa,"Temenku kedua ortunya mampu haji dua duanya, punya kebon punya mobil aja bpjs nya PBI"
2/5/2026,detikHealth,Fakta-fakta 160 Pasien Gagal Ginjal Tak Bisa Berobat Imbas PBI BPJS Nonaktif https://t.co/E3FCiv3lgX
2/5/2026,Rissazkia,"Akun teh menggiring opini nya kliatan, berapa banyak PBI gak tepat sasaran? Bandingkan sama yg mau cuci darah tapi tiba2 bpjs nya gak aktif? Pernah kok pemerintah ngambil data PBI secara acak, entah siapa yg ngajuin kaka gw yg mampu bayar bpjs malah tiba2 akun nya jd pbi"
2/5/2026,theonlysekarr,"@BilalFahrur semakin kacau semuanya, bapaku disabilitas penderita katarak dan penyakit dalam harus cek rutin 2X di rs, Pengguna BPJS PBI juga. Dalam waktu dekat disarankan untuk operasi mata kalau tekanan bola mata sdh normal, Skrg terancam ga bisa operasi, biaya nya mahal😞"
2/5/2026,yateempasif,"@helmihelmi Fyi, petugas kantor bpjsnya juga abai kl ada yg mau ngurus begini, Sodaraku pbi karna emg lingkungan rumahnya dapet pbi semua, trus karna ga aktif dia mau urus buat bayar mandiri. Datanglah dia ke kantor bpjs tp respon petugasnya ""dibantu sama keluarganya aja pa, lewat mobile jkn"""
2/5/2026,annisabalqis,"@Am_Islach @sdenta Eh punyaku juga PBI, padahal sebelumnya bayar mandiri autodebet rekening. Terus pas ngecek ke kantor BPJS kesehatan karena mau bayar mandiri krn skrg kerja freelance (sebelumnya dibayarin via kantor), udah jadi PBI. 3 anggota keluarga PBI semua"
2/5/2026,boostsocmed,@sosmedkeras Menurut w ga cocok sih...Pbi itu harus di berikan ke yg benar membutuhkan. Kalau udh bs bawa hp begitu harus nya bpjs kelas 3 yg 35k masih bs kali kan
2/5/2026,boostsocmed,@adhaihsn @sosmedkeras Kalau ini harus di nyinyirin sih bang Bpjs pbi di salah gunakan
2/5/2026,yogya_serviceAC,"@BilalFahrur Habis cek beneran, serumah tiga orang bpjs pbi tidak aktif.. Padahal rencana mau pakai buat operasi amandel anak, besok pas liburan sekolah.."
2/5/2026,gurudokkan88,"@sosmedkeras Ini cara agar yang kaya makin kaya kali, selevel harvey moeis sama sandra dewi aja punya BPJS PBI"
2/6/2026,tianzanite,"Liat berita ada orang2 yg mau cuci darah tapi ngga bisa karena bpjs pbi nya ngga bisa digunakan karena udah ngga aktif, padahal kebanyakan pengguna para lansia. Ya Allah gini amat tinggal di indonesia yang pemimpinnya zolim."
2/6/2026,panoramaKP,"Dampak penonaktifan BPJS Kesehatan segmen Penerima Bantuan Iuran (PBI) dirasakan oleh Nilta (33), warga Kalurahan Hargomulyo. Untuk selengkapnya bisa dibaca di https://t.co/1TbSoM4kRU ya lurr. Sumber : @kompascom https://t.co/lSV6eh4TTU  Lokasi : Kalurahan Hargomulyo https://t.co/X2iMxwOUd2"
2/6/2026,Dama31_,"Kadang tuh mau nangiss banget. Gaboleh nolak paham banget iya gaboleh. Tapi serius kok kaliann dzolim baget loh sama nakess. Yang pada Gaji ditunda, dipotong grgr gagal claim bpjs"
2/6/2026,faapriil,"Pp ku dulu pasien Hemodialisa yg terbantu dgn adanya cover BPJS, dan aku liat sendiri temen2 PP seruangan yg berjuang &amp; bergantung dari coveran BPJS Hemodialisa 1-2x seminggu itu🥲"
2/6/2026,cocoannaaa,Nih orang ngerti alur pengklaiman bpjs ngga sih? Plenger bgt sumpah
2/6/2026,whephe,"https://t.co/iot2NTGr6b gunakan Aplikasi cek bansos, untuk mengecek tetangga atau kerabat yang membutuhkan bantuan pemerintah seperti PBI. Di Aplikasi ini kita juga bisa mengusulkan seseorang untuk mendapatkan bantuan. #bansos #bpjs #pbi"
2/6/2026,txtdaritaxpayer,"Kemensos bilang pasien BPJS ga aktif ga boleh ditolak RS. Terus bayarnya gimana? Nanti RS nagih ke BPJS, ditolak tagihannya. RS nya tekor. Nakesnya ga dibayar."
2/6/2026,mediaindonesia,"KEPALA Humas BPJS Kesehatan, Rizzky Anugerah menjelaskan bahwa penonaktifan peserta penerima bantuan iuran atau PBI JK dilandasi oleh Surat Keputusan Menteri Sosial Nomor 3/HUK/2026 yang berlaku per 1 Februari 2026. https://t.co/XgHE01Twco"
2/6/2026,temanbahasa,"Kamu bayangin, ada ibu hamil yang mau ngelahirin besok tapi dia gabisa ngelahirin karena terkendala BPJS nya non aktif. Bayangin aja, ga cuma ibu hamil, ada orang tua yang berjuang melawan kanker, ada orang yang mau di operasi…. Dan semuanya demi 1 hal"
2/6/2026,segomekdiii,"pengen nangis baca2 terkait penonaktifan bpjs pbi, demi Allah may you root in the deepest pits of hell."
2/6/2026,SemutMerah2024,@kompascom Pidato Kereen. Noh Kemensos menonaktifkan BPJS rakyat miskin.enghilangkan kemiskinan dengan menghilangkan nyawa atau gimana pak? Apa bapak ga liat berita ini atau gimana pak @prabowo ? Apa anda dikurung di ruangan dan anda ga tau apa yang terjadi dengan anak buah anda?
2/6/2026,caki_ehe_ehe,BPJS itu bertanggung jawab langsung di bawah Presiden. Jadi kalau ada menteri bilang ABCDXYZ tentang BPJS nggak akan terlalu ngaruh 😑
2/6/2026,ADITYAALFARIZI,"“Dok maaf kontrolnya telat, BPJS saya tidak bisa dipakai, ini baru dapat pinjaman uang buat bayar” Kalimat yg banyak disampaikan pasien-pasienku akhir-akhir ini. 💔"
2/6/2026,Vtaerahm,"Sodara w jg masih bocil sakit diabet, kmren akhir dec meninggal gara' stop obat bpjs ny di cabut. Tau dah pemerintah tahi 👊"
